Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
336,DeeJay Dallas,ARI,RB,26,17,0,0,0,0,0,0,9,49,5.44,0,3,3,11,3.67,1,1,0,2,,,18,21.0,21.0,19.5,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,49.0,4.0,32.0,3.6,17.0,1.9,0.0,,3.0,3.0,11.0,1.0,-9.0,-3.0,20.0,6.7,-3.0,0.0,,0.0,0.0,0.0,121.5,,2024
337,Kylen Granson,IND,TE,26,17,6,0,0,0,0,0,0,0,,0,31,14,182,13.00,0,0,0,0,,,18,32.2,35.2,25.2,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,14.0,182.0,8.0,73.0,5.2,109.0,7.8,11.3,0.0,,1.0,3.2,2.0,37.3,,2024
338,Bub Means,NOR,WR,23,7,1,0,0,0,0,0,0,0,,0,15,9,118,13.11,1,0,0,1,,,18,26.8,29.8,22.3,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,118.0,7.0,98.0,10.9,20.0,2.2,11.3,0.0,,1.0,6.7,0.0,107.1,,2024
339,Craig Reynolds,DET,RB,28,17,0,0,0,0,0,0,31,139,4.48,0,5,3,40,13.33,0,1,0,0,,,18,20.9,23.9,19.4,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,139.0,6.0,91.0,2.9,48.0,1.5,1.0,31.0,5.0,3.0,40.0,2.0,-2.0,-0.7,42.0,14.0,-2.0,0.0,,0.0,0.0,1.0,45.8,,2024
340,Robert Woods,HOU,WR,32,15,4,0,0,0,0,0,0,0,,0,30,20,203,10.15,0,3,1,0,,,18,38.3,42.3,28.3,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,203.0,12.0,130.0,6.5,73.0,3.7,9.6,0.0,,1.0,3.3,0.0,85.8,,2024
341,Jake Bobo,SEA,WR,26,17,3,0,0,0,0,0,0,0,,0,17,13,107,8.23,1,0,0,1,,,17,29.7,32.7,23.2,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,13.0,107.0,8.0,80.0,6.2,27.0,2.1,8.1,0.0,,1.0,5.9,0.0,111.6,,2024
342,Jamison Crowder,WAS,WR,31,6,1,0,0,0,0,0,0,0,,0,13,9,72,8.00,2,2,1,2,,,17,26.2,27.2,21.7,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,72.0,4.0,61.0,6.8,11.0,1.2,8.3,0.0,,0.0,0.0,1.0,90.4,,2024
343,Ashton Dulin,IND,WR,27,15,2,0,0,0,0,0,5,45,9.00,0,8,2,67,33.50,1,0,0,1,,,17,19.2,19.2,18.2,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,45.0,2.0,27.0,5.4,18.0,3.6,1.0,5.0,8.0,2.0,67.0,2.0,24.0,12.0,43.0,21.5,19.3,1.0,2.0,1.0,12.5,1.0,62.0,,2024
344,Luke McCaffrey,WAS,WR,23,17,4,0,0,0,0,0,0,0,,0,24,18,168,9.33,0,0,0,0,,,17,34.8,37.8,25.8,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,18.0,168.0,8.0,71.0,3.9,97.0,5.4,7.1,1.0,18.0,1.0,4.2,2.0,59.0,,2024
345,Andrew Ogletree,IND,TE,26,17,6,0,0,0,0,0,0,0,,0,14,9,109,12.11,1,0,0,1,,,17,25.9,28.9,21.4,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,9.0,109.0,6.0,59.0,6.6,50.0,5.6,10.7,0.0,,1.0,7.1,1.0,82.1,,2024
346,Drew Sample,CIN,TE,28,17,15,0,0,0,0,0,1,-4,-4.00,0,22,20,109,5.45,1,1,0,1,,,17,36.5,39.5,26.5,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,,22.0,20.0,109.0,8.0,28.0,1.4,81.0,4.1,1.5,1.0,20.0,0.0,0.0,0.0,102.5,,2024
347,Carson Steele,KAN,RB,22,17,3,0,0,0,0,0,56,183,3.27,0,11,7,26,3.71,0,3,2,0,,,17,23.9,28.9,20.4,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,183.0,14.0,87.0,1.6,96.0,1.7,2.0,28.0,11.0,7.0,26.0,0.0,-17.0,-2.4,43.0,6.1,-1.5,3.0,2.3,0.0,0.0,0.0,67.6,,2024
348,Erick All,CIN,TE,24,9,6,0,0,0,0,0,0,0,,0,22,20,158,7.90,0,0,0,0,,,16,35.8,38.8,25.8,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,20.0,158.0,8.0,71.0,3.6,87.0,4.4,3.4,1.0,20.0,1.0,4.5,0.0,96.6,,2024
349,Kevin Austin,NOR,WR,24,8,2,0,0,0,0,0,1,9,9.00,0,22,11,151,13.73,0,1,0,0,,,16,27.0,30.0,21.5,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,8.0,8.0,1.0,1.0,0.0,,22.0,11.0,151.0,10.0,114.0,10.4,37.0,3.4,11.6,0.0,,2.0,9.1,1.0,53.4,,2024
350,Michael Mayer,LVR,TE,23,11,8,0,0,0,0,0,0,0,,0,32,21,156,7.43,0,0,0,0,,,16,36.6,39.6,26.1,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,21.0,156.0,8.0,95.0,4.5,61.0,2.9,6.2,2.0,10.5,2.0,6.3,0.0,77.1,,2024
351,Eric Saubert,SFO,TE,30,17,3,0,0,0,0,0,0,0,,0,14,11,97,8.82,1,1,0,1,,,16,26.7,26.7,21.2,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,97.0,5.0,62.0,5.6,35.0,3.2,5.2,0.0,,1.0,7.1,0.0,119.3,,2024
352,Dorian Thompson-Robinson,CLE,QB,25,7,2,61,118,440,0,6,21,122,5.81,0,0,0,0,,0,3,1,0,,,16,15.8,28.8,21.8,,55,,,,61.0,118.0,716.0,6.1,189.0,3.1,1.6,251.0,4.1,1.0,10.0,0.0,11.0,10.2,19.0,17.6,78.0,72.2,2.2,24.0,7.0,18.0,33.0,25.0,6.0,6.5,32.0,166.0,23.0,82.0,7.0,84.0,11.0,36.0,21.0,122.0,9.0,94.0,4.5,28.0,1.3,1.0,21.0,,,,,,,,,,,,,,,,,2024
353,Alec Ingold,MIA,FB,28,15,10,0,0,0,0,0,10,17,1.70,1,12,11,96,8.73,0,2,1,1,,,15,26.3,27.3,20.8,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,17.0,6.0,3.0,0.3,14.0,1.4,0.0,,12.0,11.0,96.0,3.0,20.0,1.8,76.0,6.9,2.1,0.0,,0.0,0.0,0.0,100.0,,2024
354,Lucas Krull,DEN,TE,26,13,2,0,0,0,0,0,0,0,,0,23,19,152,8.00,0,0,0,0,,,15,34.2,37.2,24.7,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,19.0,152.0,7.0,85.0,4.5,67.0,3.5,5.1,2.0,9.5,0.0,0.0,0.0,94.2,,2024
355,Hunter Luepke,DAL,RB,24,16,4,0,0,0,0,0,12,38,3.17,0,16,12,111,9.25,0,0,0,0,,,15,26.9,29.9,20.9,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,38.0,6.0,13.0,1.1,25.0,2.1,1.0,12.0,16.0,12.0,111.0,5.0,27.0,2.3,84.0,7.0,2.4,0.0,,0.0,0.0,0.0,93.5,,2024
356,Bo Melton,GNB,WR,25,17,0,0,0,0,0,0,8,54,6.75,0,17,8,91,11.38,0,0,0,0,,,15,22.5,22.5,18.5,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,54.0,4.0,36.0,4.5,18.0,2.3,2.0,4.0,17.0,8.0,91.0,5.0,84.0,10.5,7.0,0.9,17.8,0.0,,0.0,0.0,1.0,39.1,,2024
357,Jonathan Mingo,2TM,WR,23,17,6,0,0,0,0,0,2,5,2.50,0,42,17,167,9.82,0,1,1,0,,,15,32.2,36.2,23.7,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,0.0,4.0,2.0,1.0,0.5,0.0,,42.0,17.0,167.0,6.0,100.0,5.9,67.0,3.9,10.5,1.0,17.0,2.0,4.8,1.0,42.5,,2024
358,Mitchell Trubisky,BUF,QB,30,9,0,19,26,179,2,0,17,1,0.06,0,0,0,0,,0,1,0,0,,,15,15.3,15.3,15.3,,56,,,,19.0,26.0,144.0,5.5,30.0,1.6,1.2,149.0,7.8,0.0,1.0,0.0,0.0,0.0,4.0,16.0,21.0,84.0,2.2,8.0,2.0,1.0,3.0,11.1,1.0,8.0,4.0,19.0,3.0,15.0,1.0,4.0,4.0,15.0,17.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2024
359,Tim Boyle,2TM,QB,30,3,0,27,50,276,1,1,3,9,3.00,0,0,0,0,,0,0,0,0,,,14,13.9,14.9,14.9,,57,,,,27.0,50.0,313.0,6.3,125.0,4.6,2.5,151.0,5.6,1.0,3.0,1.0,3.0,6.5,8.0,17.4,32.0,69.6,2.0,8.0,9.0,7.0,18.0,33.3,2.0,5.0,4.0,21.0,4.0,21.0,0.0,0.0,7.0,22.0,3.0,9.0,1.0,8.0,2.7,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,2024
360,Jordan Mims,NOR,RB,25,11,0,0,0,0,0,0,20,70,3.50,0,18,12,71,5.92,0,0,0,0,,,14,26.1,26.1,20.1,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,70.0,2.0,50.0,2.5,20.0,1.0,0.0,,18.0,12.0,71.0,4.0,-9.0,-0.8,80.0,6.7,0.2,1.0,12.0,2.0,11.1,0.0,74.1,,2024
361,Patrick Ricard,BAL,FB,30,17,6,0,0,0,0,0,0,0,,0,5,3,22,7.33,1,0,0,2,,,14,17.2,17.2,15.7,,100,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,22.0,1.0,4.0,1.3,18.0,6.0,1.2,0.0,,1.0,20.0,0.0,110.0,"PB,AP-1",2024
362,Trent Sherfield,MIN,WR,28,17,1,0,0,0,0,0,0,0,,0,9,8,83,10.38,1,0,0,1,,,14,22.3,22.3,18.3,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,83.0,4.0,43.0,5.4,40.0,5.0,6.0,0.0,,0.0,0.0,1.0,102.5,,2024
363,Daniel Bellinger,NYG,TE,24,17,8,0,0,0,0,0,0,0,,0,17,14,125,8.93,0,0,0,0,,,13,26.5,29.5,19.5,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,14.0,125.0,8.0,72.0,5.1,53.0,3.8,5.1,0.0,,0.0,0.0,0.0,97.3,,2024
364,Tommy DeVito,NYG,QB,26,3,2,31,44,257,0,0,8,32,4.00,0,0,0,0,,0,0,0,0,,,13,13.5,13.5,13.5,,58,,,,31.0,44.0,263.0,6.0,138.0,4.5,3.1,119.0,3.8,0.0,3.0,0.0,1.0,2.4,6.0,14.6,35.0,85.4,2.3,11.0,2.0,4.0,12.0,22.2,4.0,7.8,8.0,34.0,4.0,28.0,1.0,6.0,5.0,24.0,8.0,32.0,1.0,28.0,3.5,4.0,0.5,0.0,,,,,,,,,,,,,,,,,,2024
365,Jake Haener,NOR,QB,25,8,1,18,39,226,1,1,11,22,2.00,0,0,0,0,,0,0,0,0,,,13,13.2,14.2,14.2,,59,,,,18.0,39.0,345.0,8.8,129.0,7.2,3.3,97.0,5.4,1.0,2.0,0.0,6.0,16.2,7.0,18.9,25.0,67.6,2.4,15.0,2.0,9.0,17.0,34.0,5.0,5.6,1.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,11.0,22.0,0.0,22.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2024
366,Trey Lance,DAL,QB,24,4,1,25,41,266,0,1,11,41,3.73,0,0,0,0,,0,0,0,0,,,13,12.7,13.7,13.7,,60,,,,25.0,41.0,264.0,6.4,117.0,4.7,2.9,149.0,6.0,2.0,1.0,0.0,1.0,2.5,6.0,15.0,29.0,72.5,2.3,15.0,8.0,1.0,13.0,27.7,2.0,4.5,9.0,59.0,5.0,42.0,4.0,17.0,9.0,41.0,11.0,41.0,3.0,34.0,3.1,7.0,0.6,0.0,,,,,,,,,,,,,,,,,,2024
367,Ronnie Rivers,LAR,RB,25,17,0,0,0,0,0,0,22,99,4.50,0,6,5,34,6.80,0,0,0,0,,,13,18.3,18.3,15.8,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,99.0,6.0,71.0,3.2,28.0,1.3,0.0,,6.0,5.0,34.0,1.0,-24.0,-4.8,58.0,11.6,-4.3,0.0,,0.0,0.0,0.0,90.3,,2024
368,Tyrell Shavers,BUF,WR,25,3,0,0,0,0,0,0,0,0,,0,1,1,69,69.00,1,0,0,1,,,13,13.9,13.9,13.4,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,69.0,1.0,-2.0,-2.0,71.0,71.0,-2.0,1.0,1.0,0.0,0.0,0.0,158.3,,2024
369,Xavier Hutchinson,HOU,WR,24,16,3,0,0,0,0,0,0,0,,0,26,12,117,9.75,0,0,0,0,,,12,23.7,26.7,17.7,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,12.0,117.0,6.0,80.0,6.7,37.0,3.1,9.7,0.0,,2.0,7.7,1.0,43.3,,2024
370,Rakim Jarrett,TAM,WR,23,10,2,0,0,0,0,0,0,0,,0,11,9,124,13.78,0,0,0,0,,,12,21.4,24.4,16.9,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,124.0,5.0,106.0,11.8,18.0,2.0,11.5,0.0,,0.0,0.0,0.0,113.6,,2024
371,Tony Jones,ARI,RB,27,1,0,0,0,0,0,0,4,55,13.75,1,0,0,0,,0,0,0,1,,,12,11.5,11.5,11.5,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,55.0,1.0,9.0,2.3,46.0,11.5,0.0,,,,,,,,,,,,,,,,,,2024
372,K.J. Osborn,2TM,WR,27,8,4,0,0,0,0,0,0,0,,0,18,7,57,8.14,1,0,0,1,,,12,18.7,18.7,15.2,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,7.0,57.0,2.0,41.0,5.9,16.0,2.3,5.9,0.0,,1.0,5.6,0.0,66.2,,2024
373,Will Shipley,PHI,RB,22,16,1,0,0,0,0,0,30,82,2.73,0,4,4,35,8.75,0,0,0,0,,,12,15.7,15.7,13.7,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,82.0,2.0,44.0,1.5,38.0,1.3,0.0,,4.0,4.0,35.0,2.0,7.0,1.8,28.0,7.0,1.8,0.0,,0.0,0.0,0.0,103.1,,2024
374,Jermaine Burton,CIN,WR,23,14,1,0,0,0,0,0,0,0,,0,14,4,107,26.75,0,0,0,0,,,11,14.7,17.7,12.7,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,107.0,4.0,85.0,21.3,22.0,5.5,21.1,0.0,,1.0,7.1,0.0,58.9,,2024
375,Julius Chestnut,TEN,RB,24,17,0,0,0,0,0,0,22,102,4.64,0,3,2,11,5.50,0,0,0,0,,,11,13.3,16.3,12.3,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,102.0,2.0,55.0,2.5,47.0,2.1,2.0,11.0,3.0,2.0,11.0,0.0,-3.0,-1.5,14.0,7.0,0.3,0.0,,0.0,0.0,1.0,33.3,,2024
376,Simi Fehoko,LAC,WR,27,8,2,0,0,0,0,0,0,0,,0,16,6,106,17.67,0,0,0,0,,,11,16.6,19.6,13.6,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,106.0,6.0,90.0,15.0,16.0,2.7,14.8,0.0,,2.0,12.5,0.0,60.9,,2024
377,Tay Martin,TEN,WR,27,1,0,0,0,0,0,0,0,0,,0,2,1,49,49.00,1,0,0,1,,,11,11.9,11.9,11.4,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,49.0,1.0,44.0,44.0,5.0,5.0,31.5,0.0,,0.0,0.0,0.0,135.4,,2024
378,Jeremy Ruckert,NYJ,TE,24,17,9,0,0,0,0,0,0,0,,0,28,18,105,5.83,0,0,0,0,,,11,28.5,31.5,19.5,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,18.0,105.0,6.0,21.0,1.2,84.0,4.7,3.4,0.0,,2.0,7.1,0.0,71.3,,2024
379,Ainias Smith,PHI,WR,23,7,1,0,0,0,0,0,2,6,3.00,0,9,7,41,5.86,1,0,0,1,,,11,17.7,17.7,14.2,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,4.0,2.0,2.0,1.0,0.0,,9.0,7.0,41.0,1.0,18.0,2.6,23.0,3.3,1.3,0.0,,0.0,0.0,0.0,122.7,,2024
380,Blake Whiteheart,CLE,TE,24,11,2,0,0,0,0,0,0,0,,0,9,6,51,8.50,1,0,0,1,,,11,17.1,17.1,14.1,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,51.0,2.0,41.0,6.8,10.0,1.7,9.0,0.0,,0.0,0.0,1.0,78.7,,2024
381,Kenny Yeboah,NYJ,TE,26,9,1,0,0,0,0,0,0,0,,0,8,5,47,9.40,1,0,0,1,,,11,15.7,15.7,13.2,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,47.0,3.0,13.0,2.6,34.0,6.8,4.6,0.0,,2.0,25.0,0.0,118.2,,2024
382,Connor Heyward,PIT,TE,25,17,5,0,0,0,0,0,0,0,,0,8,6,40,6.67,1,0,0,1,,,10,16.0,16.0,13.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,40.0,3.0,33.0,5.5,7.0,1.2,8.4,0.0,,2.0,25.0,0.0,125.0,,2024
383,Julian Hill,MIA,TE,24,16,11,0,0,0,0,0,0,0,,0,19,12,100,8.33,0,1,0,0,,,10,22.0,25.0,16.0,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,12.0,100.0,5.0,42.0,3.5,58.0,4.8,6.3,3.0,4.0,2.0,10.5,0.0,76.6,,2024
384,Davis Mills,HOU,QB,26,4,0,20,36,212,0,0,3,11,3.67,0,0,0,0,,0,0,0,0,,,10,9.6,9.6,9.6,,61,,,,20.0,36.0,224.0,6.2,140.0,7.0,3.9,72.0,3.6,1.0,0.0,0.0,1.0,2.8,10.0,27.8,23.0,63.9,2.0,18.0,2.0,2.0,6.0,15.4,1.0,9.0,1.0,2.0,1.0,2.0,0.0,0.0,8.0,75.0,3.0,11.0,1.0,9.0,3.0,2.0,0.7,0.0,,,,,,,,,,,,,,,,,,2024
385,Quintin Morris,BUF,TE,25,16,3,0,0,0,0,0,0,0,,0,8,5,36,7.20,1,0,0,1,,,10,14.6,14.6,12.1,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,36.0,3.0,14.0,2.8,22.0,4.4,9.3,0.0,,1.0,12.5,0.0,112.5,,2024
386,Bryce Oliver,TEN,WR,24,10,1,0,0,0,0,0,0,0,,0,9,6,95,15.83,0,0,0,0,,,10,15.5,15.5,12.5,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,95.0,4.0,69.0,11.5,26.0,4.3,10.6,0.0,,0.0,0.0,0.0,101.6,,2024
387,MyCole Pruitt,PIT,TE,32,12,5,0,0,0,0,0,0,0,,0,10,6,40,6.67,1,0,0,1,,,10,16.0,16.0,13.0,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,40.0,2.0,24.0,4.0,16.0,2.7,2.7,0.0,,0.0,0.0,1.0,62.5,,2024
388,Mason Tipton,NOR,WR,24,11,1,0,0,0,0,0,0,0,,0,26,14,99,7.07,0,0,0,0,,,10,23.9,23.9,16.9,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,14.0,99.0,2.0,72.0,5.1,27.0,1.9,12.4,1.0,14.0,1.0,3.8,0.0,62.8,,2024
389,Johnny Wilson,PHI,WR,23,16,4,0,0,0,0,0,0,0,,0,15,5,38,7.60,1,0,0,1,,,10,14.8,14.8,12.3,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,38.0,3.0,23.0,4.6,15.0,3.0,9.8,0.0,,1.0,6.7,0.0,64.6,,2024
390,Marquise Brown,KAN,WR,27,2,1,0,0,0,0,0,0,0,,0,15,9,91,10.11,0,0,0,0,,,9,18.1,18.1,13.6,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,91.0,5.0,45.0,5.0,46.0,5.1,8.2,0.0,,0.0,0.0,0.0,77.4,,2024
391,Harrison Bryant,LVR,TE,26,13,3,0,0,0,0,0,0,0,,0,12,9,86,9.56,0,0,0,0,,,9,17.6,17.6,13.1,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,86.0,5.0,15.0,1.7,71.0,7.9,3.4,2.0,4.5,0.0,0.0,1.0,59.7,,2024
392,Parris Campbell,PHI,WR,27,5,0,0,0,0,0,0,0,0,,0,8,6,30,5.00,1,0,0,1,,,9,15.0,15.0,12.0,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,30.0,1.0,21.0,3.5,9.0,1.5,4.3,0.0,,0.0,0.0,0.0,119.8,,2024
393,DJ Chark,LAC,WR,28,7,0,0,0,0,0,0,0,0,,0,10,4,31,7.75,1,0,0,1,,,9,13.1,13.1,11.1,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,31.0,1.0,24.0,6.0,7.0,1.8,11.5,0.0,,0.0,0.0,0.0,81.7,,2024
394,Devin Culp,TAM,TE,24,5,0,0,0,0,0,0,0,0,,0,6,5,88,17.60,0,0,0,0,,,9,13.8,13.8,11.3,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,88.0,4.0,57.0,11.4,31.0,6.2,12.2,0.0,,0.0,0.0,0.0,118.7,,2024
395,C.J. Ham,MIN,FB,31,17,3,0,0,0,0,0,2,10,5.00,1,6,5,35,7.00,0,1,1,1,,,9,13.5,14.5,11.0,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,1.0,8.0,4.0,2.0,1.0,0.0,,6.0,5.0,35.0,1.0,6.0,1.2,29.0,5.8,0.2,0.0,,0.0,0.0,0.0,91.0,,2024
396,Chris Manhertz,NYG,TE,32,17,11,0,0,0,0,0,0,0,,0,4,3,30,10.00,1,0,0,1,,,9,12.0,12.0,10.5,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,30.0,2.0,11.0,3.7,19.0,6.3,3.8,0.0,,0.0,0.0,0.0,135.4,,2024
397,Ben Sinnott,WAS,TE,22,17,2,0,0,0,0,0,0,0,,0,5,5,28,5.60,1,0,0,1,,,9,13.8,13.8,11.3,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,28.0,2.0,9.0,1.8,19.0,3.8,1.8,0.0,,0.0,0.0,0.0,129.6,,2024
398,Brevyn Spann-Ford,DAL,TE,25,17,0,0,0,0,0,0,0,0,,0,14,9,88,9.78,0,0,0,0,,,9,17.8,17.8,13.3,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,9.0,88.0,6.0,35.0,3.9,53.0,5.9,5.9,0.0,,0.0,0.0,0.0,81.8,,2024
399,Deuce Vaughn,DAL,RB,23,7,0,0,0,0,0,0,17,70,4.12,0,5,3,18,6.00,0,0,0,0,,,9,11.8,11.8,10.3,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,70.0,2.0,38.0,2.2,32.0,1.9,0.0,,5.0,3.0,18.0,0.0,5.0,1.7,13.0,4.3,0.0,1.0,3.0,0.0,0.0,0.0,67.1,,2024
